평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),합계 일사량(MJ/m2),일 최심신적설(cm),평균 전운량(1/10),합계 대형증발량(mm),피해면적_등급
14.6,0.0,1.8,55.4,9.5,1003.8,20.26,0.0,2.1,3.4,1
12.9,0.0,3.2,71.4,10.8,1006.0,18.18,0.0,0.0,2.9,1
8.4,0.0,3.9,55.9,6.0,1005.3,20.25,0.0,1.3,3.4,2
9.7,0.0,2.0,37.3,4.4,1010.1,21.56,0.0,0.0,4.0,1
9.3,0.0,2.9,49.1,5.4,1009.7,16.91,0.0,1.1,3.9,1
9.1,0.0,4.8,49.0,5.8,995.6,15.51,0.0,3.4,3.2,1
10.8,0.0,4.4,52.0,6.8,1000.6,18.37,0.0,1.4,5.2,1
10.3,0.0,2.5,54.3,6.9,1002.9,19.25,0.0,0.9,3.4,1
7.9,0.0,3.1,48.8,5.2,987.7,11.99,0.0,5.1,2.7,2
7.9,0.0,3.1,48.8,5.2,987.7,11.99,0.0,5.1,2.7,2
10.3,0.0,2.5,54.3,6.9,1002.9,19.25,0.0,0.9,3.4,1
10.3,0.0,5.1,52.9,6.8,1003.0,17.42,0.0,2.8,3.3,1
11.7,0.0,1.4,50.5,6.4,1007.7,22.17,0.0,0.0,3.9,1
11.1,0.0,6.0,48.1,6.4,1007.2,21.48,0.0,2.1,4.3,1
4.6,0.0,6.4,50.4,4.2,1003.7,18.94,0.0,3.9,3.8,2
4.6,6.9,3.1,60.5,4.8,1006.3,15.12,0.0,7.3,2.2,1
6.5,0.0,4.6,37.3,3.6,1008.3,22.16,0.0,2.3,3.9,1
7.0,0.0,1.4,48.0,4.3,1014.0,22.01,0.0,0.3,3.6,1
5.9,0.0,1.8,41.9,3.8,1017.3,19.23,0.0,1.9,2.8,2
3.7,0.0,3.0,51.8,4.0,1017.4,19.75,0.0,0.0,2.6,1
5.9,0.0,4.6,53.0,4.9,1013.6,18.98,0.0,5.0,3.4,1
2.1,0.0,5.5,60.9,4.4,1013.9,12.85,0.0,4.6,2.1,1
8.6,1.8,1.4,62.5,6.9,1025.8,15.45,0.0,5.9,2.4,1
12.3,0.0,2.5,82.3,11.7,1019.2,10.72,0.0,8.5,1.6,1
4.1,0.0,1.6,55.8,4.4,1015.4,13.77,0.0,1.1,2.0,1
-0.6,0.0,0.8,50.4,2.8,1006.5,14.88,0.0,0.0,1.7,1
0.7,0.0,0.7,50.4,3.1,1021.3,16.22,0.0,0.0,1.9,1
1.9,0.0,2.2,44.3,3.0,1017.8,15.74,0.0,0.4,2.7,1
1.9,1.6,3.4,59.6,4.1,1021.5,14.56,0.0,3.8,1.9,1
0.6,0.0,2.5,51.9,3.3,1013.0,11.41,0.0,1.9,1.6,1
5.7,0.0,1.7,55.6,5.0,1021.3,10.55,0.0,2.8,2.2,1
3.4,0.0,0.8,48.6,3.7,1019.8,11.89,0.0,0.0,1.7,1
6.8,0.0,0.8,45.1,3.9,1013.3,11.54,0.0,5.6,2.3,1
2.2,0.0,0.4,70.9,4.9,1022.6,10.45,0.0,4.0,1.3,1
8.0,0.0,0.3,67.5,7.1,1016.2,9.09,0.0,2.6,1.2,1
2.3,0.2,5.4,65.8,4.8,1029.2,11.4,0.0,3.9,1.9,1
5.2,0.0,1.7,67.3,5.9,1013.9,6.7,0.0,8.4,0.9,1
6.2,0.0,1.2,60.4,5.7,1019.8,12.16,0.0,1.9,1.8,1
16.0,1.0,1.6,86.3,15.7,1009.7,3.99,0.0,8.0,1.3,1
13.0,0.0,1.2,72.5,10.8,1019.5,11.09,0.0,3.9,1.6,1
10.9,0.0,2.1,55.3,6.8,1016.5,12.1,0.0,1.0,2.9,1
7.0,0.0,0.5,69.4,6.5,1018.6,13.09,0.0,0.0,2.1,1
12.8,0.0,1.3,46.1,6.7,1012.2,11.81,0.0,0.0,3.0,1
8.8,0.0,1.4,59.0,6.3,1014.3,14.55,0.0,0.0,2.8,1
16.2,0.0,1.5,52.8,9.6,1011.5,14.83,0.0,4.6,3.0,1
14.0,0.0,2.4,58.4,9.4,1019.6,12.13,0.0,2.1,2.5,1
16.1,0.0,1.4,67.6,11.9,1019.1,17.19,0.0,3.0,2.7,1
14.5,0.0,1.7,45.9,7.4,1011.4,16.75,0.0,2.3,3.3,1
22.8,0.0,1.6,53.9,14.3,989.9,21.28,0.0,3.9,4.5,1
22.4,0.0,1.6,54.8,14.6,990.9,13.64,0.0,7.3,3.4,1
27.0,0.0,4.1,46.4,16.3,999.1,18.69,0.0,7.5,6.3,1
27.1,0.0,1.9,48.9,16.2,1000.7,29.11,0.0,0.6,7.6,1
21.2,7.5,1.2,75.9,18.8,999.9,5.33,0.0,9.1,1.2,1
18.4,0.0,3.9,59.8,12.5,1002.6,17.06,0.0,8.4,4.0,1
22.6,0.0,2.3,54.3,13.8,1010.9,26.53,0.0,6.5,5.9,1
23.2,0.0,1.9,39.5,10.1,1002.3,27.79,0.0,0.8,7.3,2
20.0,0.0,3.2,34.1,7.5,1005.6,28.87,0.0,0.3,7.3,1
19.8,2.0,1.4,76.1,17.4,1006.4,19.37,0.0,7.3,3.1,1
21.4,0.0,3.7,60.5,15.2,1008.1,15.24,0.0,9.4,3.7,1
20.5,0.1,2.6,73.3,17.5,1012.6,21.92,0.0,5.1,3.7,1
20.2,0.0,2.5,43.5,9.8,1007.9,30.0,0.0,2.4,6.8,1
21.5,0.0,1.3,48.3,11.7,1007.2,25.88,0.0,4.1,5.4,1
22.1,0.0,1.3,38.8,9.6,1008.3,24.4,0.0,3.0,5.7,1
16.6,0.0,2.1,62.4,11.3,1005.9,25.63,0.0,3.0,4.7,1
14.1,0.0,2.9,65.1,10.2,1003.0,26.18,0.0,3.9,4.4,1
17.9,0.0,1.6,38.4,7.3,1004.4,27.04,0.0,4.1,5.7,1
15.0,0.0,1.8,36.6,5.9,997.5,26.01,0.0,3.8,5.8,1
12.4,0.0,3.9,40.6,5.5,1014.9,39.72,0.0,1.1,6.8,1
19.6,0.0,3.8,51.5,11.4,1007.8,26.47,0.0,5.5,6.4,1
16.3,0.0,2.2,61.0,10.9,1009.9,22.25,0.0,5.4,4.0,1
19.6,0.0,0.9,43.9,8.9,1009.8,24.43,0.0,4.3,4.7,1
17.1,1.4,1.4,82.5,16.0,1003.4,5.55,0.0,9.3,1.0,1
21.0,0.0,1.2,51.6,11.8,1007.9,26.31,0.0,3.3,5.3,1
19.3,0.0,1.4,50.6,10.2,1004.7,23.42,0.0,2.3,5.1,1
16.3,0.0,1.9,67.6,11.8,1004.6,26.71,0.0,2.3,4.2,1
15.7,0.0,1.9,65.6,11.4,1004.2,19.18,0.0,5.9,3.3,1
20.8,0.0,3.1,44.5,10.6,1009.7,20.06,0.0,5.1,4.5,1
18.0,0.0,1.4,33.8,6.6,1005.7,21.63,0.0,4.5,4.9,1
16.0,0.0,2.3,37.0,6.7,1009.0,24.57,0.0,4.9,5.1,1
14.6,0.0,1.1,38.8,5.5,1009.2,23.79,0.0,4.8,4.8,2
12.2,0.0,1.4,39.9,5.0,1012.3,25.05,0.0,0.0,4.7,1
12.7,0.0,3.6,40.3,5.8,1010.0,27.18,0.0,0.0,5.0,1
11.8,0.0,1.8,34.0,4.2,1009.2,22.96,0.0,5.6,5.1,1
12.1,0.0,1.4,45.0,5.9,1011.6,24.94,0.0,1.6,4.3,1
12.1,0.0,1.5,53.0,6.8,1010.3,25.49,0.0,2.3,4.3,1
11.2,8.3,4.5,59.1,7.7,1008.6,15.64,0.0,7.4,2.8,1
12.4,13.2,2.1,76.4,10.8,1001.9,6.73,0.0,7.4,1.4,1
11.9,9.9,1.0,74.9,10.2,1005.7,6.82,0.0,7.9,1.5,1
12.6,0.0,1.7,43.1,5.6,1000.2,21.77,0.0,4.4,4.8,1
15.6,0.0,1.8,25.6,4.4,1004.3,21.93,0.0,0.0,5.0,1
13.7,0.0,2.9,48.5,7.5,1004.0,20.91,0.0,0.0,3.9,1
14.4,0.0,2.7,59.0,9.6,1003.3,24.6,0.0,0.0,4.2,1
14.4,0.0,2.7,59.0,9.6,1003.3,24.6,0.0,0.0,4.2,1
12.6,0.0,1.2,45.5,6.1,1007.8,24.05,0.0,0.0,4.6,1
15.6,0.0,1.8,25.6,4.4,1004.3,21.93,0.0,0.0,5.0,2
14.1,0.0,2.3,50.4,8.0,1010.6,20.91,0.0,0.0,3.9,1
15.8,0.0,3.8,38.9,6.7,1007.9,20.6,0.0,2.0,5.0,1
13.9,0.0,5.8,48.4,7.9,1001.2,22.95,0.0,2.1,4.4,2
15.8,0.0,3.8,38.9,6.7,1007.9,20.6,0.0,2.0,5.0,2
14.4,0.0,3.7,24.5,3.9,1015.0,23.44,0.0,1.8,7.1,1
14.2,0.0,5.8,18.8,3.1,1007.8,25.47,0.0,1.8,9.2,2
9.1,0.0,1.4,34.4,3.6,999.5,23.66,0.0,0.0,4.5,2
10.2,0.0,2.5,36.1,4.3,1021.4,23.24,0.0,0.0,4.9,2
6.7,0.0,3.7,51.9,4.9,1014.4,23.04,0.0,0.1,3.8,1
9.4,0.0,3.6,39.1,4.5,1013.0,26.09,0.0,0.3,5.1,2
7.1,0.0,3.6,34.6,3.4,1015.3,19.26,0.0,2.1,3.6,1
6.0,0.0,4.2,47.5,4.3,1014.0,22.28,0.0,2.8,3.7,1
7.2,0.0,4.0,45.9,4.6,1017.2,18.07,0.0,3.0,3.2,1
11.2,0.0,2.5,53.5,7.0,1008.7,20.51,0.0,6.3,4.0,1
12.2,0.0,1.1,43.3,5.7,1004.7,22.14,0.0,4.5,3.9,2
14.8,0.0,7.2,48.5,8.1,1006.1,22.4,0.0,4.0,5.3,1
11.7,0.0,2.2,44.0,5.3,1010.7,21.57,0.0,0.0,4.6,1
11.1,0.0,1.5,61.9,7.6,1010.9,20.41,0.0,2.4,3.5,1
8.4,0.0,2.4,51.6,5.7,1021.9,17.85,0.0,1.0,2.7,1
4.7,0.0,2.9,74.9,6.3,1012.0,18.07,0.0,5.1,1.9,1
4.3,0.0,1.8,69.9,5.6,1009.9,11.76,0.0,5.5,1.6,1
4.6,0.0,4.1,23.3,1.9,1013.0,21.29,0.0,0.0,4.7,1
3.8,0.0,5.7,44.6,3.5,1011.7,19.37,0.0,0.9,3.3,2
5.1,0.0,2.3,26.6,2.3,1015.4,18.03,0.0,0.9,3.4,1
3.5,0.0,3.3,38.5,2.9,1009.3,17.87,0.0,1.8,3.2,2
5.1,0.1,2.3,81.3,7.1,1000.9,8.97,0.0,5.4,0.9,1
13.2,0.0,3.9,10.4,1.5,1015.5,14.36,0.0,5.8,6.3,1
6.3,0.0,1.6,53.3,4.6,1013.2,15.74,0.0,6.3,3.2,1
8.2,0.0,1.1,41.4,3.7,1013.4,18.26,0.0,6.6,3.5,1
7.0,0.0,1.2,58.1,5.1,1016.6,21.82,0.0,0.0,3.5,1
9.4,0.0,1.3,55.5,6.3,1009.2,14.03,0.0,6.9,2.2,1
9.5,6.0,2.1,56.0,6.4,1012.3,8.46,0.0,8.7,1.7,1
7.9,0.0,0.5,40.1,3.8,994.9,13.33,0.0,5.3,2.0,1
9.6,0.0,1.4,52.0,6.1,1009.5,14.17,0.0,7.0,2.1,1
5.5,0.0,2.2,64.9,5.8,1013.5,15.62,0.0,0.6,2.1,1
5.5,0.0,2.2,64.9,5.8,1013.5,15.62,0.0,0.6,2.1,1
6.7,0.0,0.7,58.8,5.1,1017.1,17.65,0.0,3.9,2.7,1
10.4,0.0,2.2,62.5,7.8,1012.5,6.8,0.0,9.8,1.4,1
6.0,0.0,2.0,48.5,4.5,1012.8,13.5,0.0,8.0,2.1,1
5.3,0.0,1.1,46.0,3.8,1015.7,18.56,0.0,3.6,2.7,1
10.9,0.0,1.6,57.5,7.3,1013.8,17.62,0.0,4.3,3.0,2
10.8,0.0,2.5,50.6,6.4,1010.9,18.21,0.0,2.8,3.0,1
2.6,0.0,3.2,37.5,2.6,1023.0,16.35,0.0,0.4,2.9,1
4.6,0.0,3.1,31.8,2.6,1020.9,16.06,0.0,2.3,3.3,1
-0.8,0.0,2.6,46.9,2.7,1025.3,11.42,0.0,7.0,1.9,1
1.2,0.0,2.3,30.8,2.0,1024.2,16.24,0.0,2.4,2.1,1
1.2,0.0,7.0,35.8,2.4,1016.4,11.71,0.0,6.0,2.7,1
1.7,0.0,3.0,29.6,2.0,1023.6,14.14,0.0,5.4,2.8,1
-5.2,0.0,4.7,36.8,1.5,1019.8,13.34,0.0,5.0,1.8,1
2.1,0.0,1.4,42.3,2.8,1018.4,15.1,0.0,0.0,2.1,1
0.0,0.0,2.1,45.0,2.8,1019.1,12.28,0.0,3.6,1.7,1
5.3,0.0,4.5,37.4,3.3,1012.0,12.74,0.0,2.8,2.8,2
2.3,0.8,2.2,61.1,4.4,1014.7,12.31,0.0,3.0,1.8,1
1.2,0.0,5.4,45.6,3.1,1014.0,12.03,0.0,1.5,2.4,1
-1.9,0.0,0.7,46.6,2.5,1008.2,11.89,0.0,4.5,1.4,1
1.1,0.0,1.7,37.3,2.4,1021.4,15.05,0.0,0.4,2.1,1
0.8,0.0,2.5,60.4,4.0,1017.9,10.08,0.0,4.6,1.5,1
-1.9,0.0,0.7,46.6,2.5,1008.2,11.89,0.0,4.5,1.4,1
3.9,0.0,3.7,29.1,2.4,1016.8,15.49,0.0,0.3,3.3,1
-1.1,0.0,4.7,37.5,2.1,1015.7,11.9,0.0,0.8,2.6,1
2.3,0.0,1.7,30.0,2.1,1016.8,8.17,0.0,4.6,1.8,1
-1.8,0.0,1.0,36.3,1.8,1004.4,11.67,0.0,3.5,1.7,1
4.7,0.0,2.4,32.4,2.7,1022.4,11.72,0.0,0.0,2.7,1
0.2,0.0,1.5,62.8,3.9,1014.5,10.71,0.0,1.8,1.2,1
0.2,0.0,1.5,62.8,3.9,1014.5,10.71,0.0,1.8,1.2,1
2.8,0.0,3.6,34.6,2.7,1011.6,14.18,0.0,0.0,2.6,1
5.5,0.2,3.1,46.1,4.2,1009.3,12.88,0.0,2.0,2.8,1
5.7,0.0,2.5,37.5,3.4,1017.7,6.9,0.0,7.8,1.8,1
2.4,0.0,3.3,43.5,3.1,1013.4,13.41,0.0,0.9,2.5,1
-0.8,0.0,1.5,30.1,1.6,1021.3,12.95,0.0,2.5,1.7,1
5.6,0.0,3.3,42.3,3.8,1012.1,10.79,0.0,6.0,2.3,1
-4.6,0.0,2.4,37.0,1.6,1024.1,8.63,0.0,5.1,1.2,1
0.7,0.0,2.7,38.4,2.5,1030.6,9.09,0.0,4.6,1.8,1
0.8,0.0,1.3,44.0,2.6,1022.6,11.12,0.0,5.1,2.0,1
3.0,0.0,3.5,35.5,2.7,1025.4,10.14,0.0,3.6,2.3,1
0.5,0.0,1.5,53.0,3.2,1025.7,12.4,0.0,0.0,1.4,1
-3.9,0.0,2.2,48.8,2.2,1025.6,10.46,0.0,0.0,1.4,1
3.9,0.0,2.4,36.5,3.0,1024.8,8.93,0.0,6.1,2.2,1
-6.1,0.0,1.7,54.6,2.1,1027.0,11.7,0.0,1.5,1.2,1
-0.6,0.0,2.7,16.5,1.0,1021.5,11.91,0.0,3.0,2.6,1
0.6,0.0,1.2,53.4,3.6,1013.3,5.67,0.0,7.4,0.9,1
8.5,0.0,1.5,64.3,7.3,1022.4,8.05,0.0,1.3,1.4,1
10.3,0.0,1.8,59.8,7.5,1013.6,3.45,0.0,6.9,1.1,1
5.4,0.0,1.3,70.9,6.1,1017.8,9.01,0.0,4.6,1.4,1
4.7,0.0,2.1,62.6,5.3,1012.4,8.85,0.0,4.5,1.5,1
5.5,0.0,1.0,42.3,3.8,1016.6,9.88,0.0,3.6,1.8,1
5.5,0.0,1.0,42.3,3.8,1016.6,9.88,0.0,3.6,1.8,1
9.3,0.0,0.9,70.9,8.0,1017.4,12.59,0.0,2.3,1.7,1
7.5,0.0,3.1,35.0,3.6,1014.5,14.14,0.0,1.3,3.1,1
9.7,0.0,1.0,55.4,6.4,1014.2,9.55,0.0,4.8,1.6,1
14.6,0.0,1.4,55.3,9.0,1011.8,11.82,0.0,5.3,2.2,1
15.5,0.0,0.5,59.5,10.3,1016.6,18.1,0.0,0.5,3.0,1
19.3,0.0,1.3,56.5,12.2,1013.5,15.88,0.0,6.5,3.3,1
18.1,0.0,2.7,49.6,9.7,1011.3,19.69,0.0,3.1,4.8,1
27.6,0.0,1.5,51.1,18.4,1003.1,22.97,0.0,6.5,5.0,1
26.2,0.0,2.3,57.0,18.9,1004.5,19.43,0.0,5.1,4.7,1
26.2,0.0,1.7,61.4,20.4,1003.2,27.08,0.0,3.4,5.6,2
32.2,0.0,2.7,58.1,27.0,1002.5,22.83,0.0,4.0,4.9,1
27.0,0.1,3.0,71.5,25.6,1005.8,7.61,0.0,9.8,2.1,1
28.7,0.0,2.6,44.6,17.0,1005.7,26.2,0.0,1.6,6.7,1
25.7,0.0,1.5,44.0,13.5,1001.7,27.34,0.0,5.8,6.2,1
25.7,0.0,1.5,44.0,13.5,1001.7,27.34,0.0,5.8,6.2,1
24.4,0.0,2.3,61.1,18.2,1005.3,27.81,0.0,3.1,5.7,1
22.2,0.0,2.0,69.3,17.9,1001.7,24.04,0.0,4.5,4.7,1
22.6,0.0,1.9,50.1,13.6,1002.6,21.13,0.0,7.9,4.7,1
24.0,0.0,1.6,39.4,10.8,1003.0,27.18,0.0,4.0,6.6,1
23.4,0.0,2.0,44.5,12.0,1005.1,28.49,0.0,1.4,7.0,1
22.9,0.0,2.9,60.4,16.6,1006.2,28.65,0.0,1.5,5.0,1
16.4,0.0,1.6,51.3,8.5,1005.8,17.7,0.0,3.8,3.8,1
13.2,0.0,2.6,71.3,10.6,1006.2,22.72,0.0,0.4,3.4,1
21.8,0.0,1.3,35.1,7.9,1011.4,24.68,0.0,3.0,6.1,1
19.7,0.0,1.9,58.6,12.1,1010.1,27.42,0.0,3.0,5.8,1
21.1,0.0,2.4,42.3,10.5,1018.7,23.55,0.0,0.0,5.2,1
19.3,0.0,1.3,51.1,10.7,1011.3,26.78,0.0,0.0,5.2,1
11.5,0.0,2.2,49.5,6.4,1011.7,24.34,0.0,0.9,4.4,1
11.3,0.0,3.4,49.1,6.4,1010.1,24.4,0.0,2.4,4.7,1
11.3,0.0,3.4,49.1,6.4,1010.1,24.4,0.0,2.4,4.7,1
15.1,5.0,3.5,51.0,9.0,1000.0,17.52,0.0,6.3,4.3,1
11.6,0.0,1.4,48.5,6.2,1010.3,23.23,0.0,2.9,4.1,1
6.2,0.0,5.9,35.0,3.2,1007.1,18.89,0.0,5.0,4.4,1
15.5,0.1,3.1,86.6,15.1,1008.4,6.75,0.0,9.5,1.2,1
16.8,0.0,3.4,74.9,14.1,1007.3,16.39,0.0,6.0,3.0,1
18.9,0.0,1.8,69.1,14.5,1007.9,21.97,0.0,0.8,4.1,1
18.6,0.0,1.4,62.1,12.5,1008.9,21.37,0.0,1.1,4.0,1
17.9,0.0,4.8,76.4,15.5,1008.6,15.47,0.0,0.6,3.0,1
17.9,0.0,4.8,76.4,15.5,1008.6,15.47,0.0,0.6,3.0,1
13.5,0.0,1.7,65.8,9.5,1016.5,15.99,0.0,0.5,3.0,1
14.5,0.0,1.2,92.5,15.2,1016.6,10.43,0.0,4.9,1.4,1
15.4,0.0,1.6,66.3,11.2,1009.6,14.86,0.0,4.9,3.0,1
14.0,0.0,3.0,64.9,10.3,1020.8,15.36,0.0,5.6,2.6,1
15.3,0.0,1.8,56.5,9.2,1010.2,18.78,0.0,1.3,3.5,1
15.6,0.0,4.7,58.0,10.1,1008.7,14.9,0.0,0.3,3.5,1
12.5,0.0,2.5,84.5,12.0,1014.9,19.12,0.0,0.4,2.9,1
14.2,0.0,1.6,59.9,9.2,1011.1,18.6,0.0,0.3,3.4,1
10.9,0.0,2.9,76.6,9.9,1009.3,16.59,0.0,0.0,2.5,1
11.0,0.0,1.9,64.5,7.8,1011.3,19.06,0.0,3.6,3.4,1
9.8,0.0,1.1,65.0,7.6,1014.7,20.14,0.0,4.8,2.8,1
5.0,0.0,2.4,72.1,6.1,1011.3,19.62,0.0,4.9,2.2,1
4.1,0.0,3.1,70.9,5.7,1006.7,20.92,0.0,2.1,2.4,1
16.3,0.0,1.4,64.1,11.2,1011.2,21.29,0.0,2.4,3.6,1
10.1,0.0,1.6,62.1,6.8,1014.3,20.43,0.0,0.0,3.6,1
6.6,0.0,2.1,69.6,6.5,1013.7,15.08,0.0,3.6,2.5,1
7.8,0.0,1.2,65.5,7.0,1010.8,15.48,0.0,4.0,2.2,1
7.4,24.5,4.0,80.4,8.3,1001.7,2.25,0.0,9.9,1.0,1
6.3,0.0,1.2,40.9,3.5,1014.8,8.33,0.0,5.8,2.0,1
8.3,0.0,0.8,49.1,5.2,1014.4,16.02,0.0,3.4,2.3,1
2.8,0.0,2.7,21.4,1.6,1015.7,9.7,0.0,6.6,2.4,1
3.6,0.0,2.2,20.3,1.6,1019.5,12.92,0.0,7.1,2.7,1
3.6,0.0,2.2,20.3,1.6,1019.5,12.92,0.0,7.1,2.7,1
4.8,0.0,2.4,26.9,2.4,1015.4,11.46,0.0,7.1,2.3,1
-1.1,0.0,1.7,33.1,1.8,1016.6,11.57,0.0,2.9,1.6,1
-3.0,0.0,4.3,35.6,1.8,1016.4,9.43,0.0,2.1,1.8,1
-1.6,0.0,2.8,49.4,2.7,1010.5,8.43,0.0,4.3,1.6,1
-1.4,0.0,3.9,36.8,2.0,1013.8,8.95,0.0,4.6,1.6,1
7.8,0.0,2.2,55.6,5.8,1010.1,10.18,0.0,7.0,1.7,1
-1.4,0.0,3.9,36.8,2.0,1013.8,8.95,0.0,4.6,1.6,1
0.8,0.0,1.6,39.9,2.5,1018.6,17.31,0.0,0.4,2.1,1
1.3,0.0,1.9,59.6,3.8,1015.4,17.94,0.6,1.8,2.0,1
-1.5,0.0,2.0,43.3,2.3,1016.5,16.14,0.0,3.0,1.9,1
-0.2,0.0,2.5,56.9,3.4,1019.3,11.47,0.0,7.3,1.8,1
-0.2,0.0,2.5,56.9,3.4,1019.3,11.47,0.0,7.3,1.8,1
5.3,0.0,1.6,43.4,4.1,1021.5,6.84,0.0,6.8,1.6,1
-7.4,0.0,2.1,48.3,1.7,1022.7,14.92,0.0,2.6,1.2,1
-5.7,0.0,1.5,25.5,1.0,1018.7,16.41,0.0,0.0,2.2,1
-4.4,0.0,4.1,30.0,1.3,1015.0,14.71,0.0,0.0,2.4,1
-5.6,0.0,3.7,34.4,1.4,1023.0,9.04,0.0,0.0,1.6,1
-5.4,0.0,2.8,53.6,2.2,1020.9,11.87,0.5,4.5,1.1,1
-1.3,0.0,2.0,26.8,1.5,1020.0,15.81,0.0,0.0,2.3,1
-4.0,0.0,1.6,44.1,1.9,1018.3,8.09,0.0,0.0,1.1,1
-0.3,0.0,1.6,44.0,2.5,1020.0,10.04,0.0,6.3,1.6,1
-4.1,0.0,1.5,55.1,2.4,1019.4,13.25,0.0,1.9,1.5,1
-5.8,0.0,3.4,41.3,1.6,1013.9,6.52,0.0,4.0,1.4,1
0.2,0.0,2.0,28.3,1.8,1014.6,13.44,0.0,5.5,2.2,2
-9.9,0.0,1.4,37.4,1.1,1017.8,7.5,0.0,1.8,1.0,1
-7.0,0.0,2.7,28.3,1.0,1020.5,14.75,0.0,5.8,1.7,1
-6.3,0.0,8.2,36.1,1.3,1017.4,10.33,0.0,4.3,2.3,1
3.5,0.0,0.7,59.1,4.6,1007.6,2.4,0.0,9.8,0.6,1
0.7,0.9,3.1,62.4,4.0,1002.8,2.68,0.7,9.1,1.0,1
3.1,0.0,3.0,33.6,2.5,1012.5,11.67,0.0,0.4,2.5,1
-1.8,0.0,1.8,42.0,2.2,1018.1,5.36,0.0,2.3,1.3,1
2.7,0.0,2.7,32.0,2.3,1017.4,11.66,0.0,0.0,2.4,2
0.1,0.1,4.1,58.9,3.6,1015.1,6.05,0.2,0.3,1.3,1
3.5,0.9,0.9,80.8,6.3,1016.3,2.84,0.0,7.6,0.5,1
0.6,0.0,2.1,39.9,2.6,1023.3,8.55,0.0,5.1,1.1,1
2.8,0.0,2.9,46.4,3.4,1028.8,6.44,0.0,0.0,1.8,2
-1.3,0.0,3.3,20.6,1.1,1019.6,11.55,0.0,0.0,2.6,1
-2.7,0.0,2.4,30.5,1.5,1018.4,11.29,0.0,1.0,1.8,1
-1.6,0.0,5.1,39.6,2.2,1014.4,9.2,0.0,1.6,1.8,1
0.8,0.0,1.9,30.1,1.9,1024.7,13.15,0.0,1.1,2.1,1
-1.3,0.0,3.0,30.9,1.7,1024.8,9.08,0.0,1.9,1.9,1
6.2,0.0,3.3,24.1,2.3,1023.0,5.57,0.0,4.6,2.6,1
12.1,0.0,4.7,50.5,7.2,1014.1,5.89,0.0,7.4,3.7,1
12.3,0.0,2.1,63.3,9.1,1016.5,9.06,0.0,2.6,1.8,1
5.6,0.0,3.4,40.1,3.6,1011.9,11.22,0.0,1.1,2.4,1
5.2,0.0,2.3,38.4,3.3,1024.6,7.41,0.0,2.3,1.9,1
0.9,0.0,2.6,49.8,3.2,1014.7,14.41,0.0,1.5,2.0,1
8.8,0.0,2.0,59.0,6.6,1011.3,12.24,0.0,0.5,2.3,1
9.0,0.0,2.8,40.0,4.6,1019.4,5.48,0.0,0.0,1.7,1
13.9,0.0,0.7,83.6,13.1,1010.8,8.85,0.0,4.4,1.3,1
7.7,0.0,2.4,27.4,2.8,1015.1,9.16,0.0,0.0,2.4,1
18.3,0.0,5.7,58.3,12.1,999.6,8.84,0.0,6.0,3.8,1
22.6,0.0,3.2,58.8,16.0,1004.3,15.77,0.0,5.4,3.9,1
23.4,0.0,1.4,78.4,21.7,1003.7,19.6,0.0,3.3,3.5,1
26.6,0.0,2.0,55.5,18.2,999.9,22.92,0.0,4.8,5.6,1
25.3,0.0,1.4,61.5,18.6,1000.8,28.33,0.0,2.6,5.7,1
24.2,0.0,1.4,76.9,22.6,998.5,21.54,0.0,6.6,3.8,1
26.0,0.0,2.1,43.4,14.1,995.0,18.81,0.0,6.6,5.4,1
24.8,0.0,1.8,50.9,14.9,999.4,21.0,0.0,5.6,5.2,1
22.1,0.0,2.2,76.8,19.6,1007.9,20.57,0.0,0.1,3.7,1
22.0,0.0,1.7,54.5,13.5,1004.2,22.99,0.0,1.6,5.2,2
22.7,0.0,1.8,34.1,8.5,1001.3,27.98,0.0,1.1,7.2,2
24.2,0.0,1.9,33.3,9.4,1004.5,26.62,0.0,4.9,6.8,1
20.5,0.0,2.8,51.1,12.0,1003.5,24.63,0.0,0.8,5.5,1
21.7,0.0,2.6,36.9,8.9,1001.4,27.49,0.0,1.8,7.5,1
19.2,0.0,3.7,56.1,12.3,999.7,24.54,0.0,2.0,5.2,1
23.3,0.0,3.1,51.8,14.6,989.2,21.83,0.0,4.3,6.4,2
23.3,0.0,1.9,49.1,13.6,992.9,20.09,0.0,5.4,4.6,1
24.6,0.0,1.3,54.0,16.2,996.4,16.19,0.0,7.3,4.0,1
17.9,0.0,3.4,49.1,9.4,1001.0,28.03,0.0,1.1,5.6,1
17.9,0.0,3.4,49.1,9.4,1001.0,28.03,0.0,1.1,5.6,1
23.6,0.0,3.2,48.0,12.3,997.9,27.92,0.0,1.8,8.8,1
21.9,0.0,4.1,44.9,11.4,1006.7,24.86,0.0,5.1,5.7,1
20.9,0.0,2.4,44.0,10.4,1005.7,24.18,0.0,5.1,5.7,1
26.1,0.0,3.0,32.9,10.6,1013.4,23.77,0.0,0.0,8.0,1
20.8,0.0,1.0,55.6,12.9,1007.9,27.77,0.0,0.8,5.1,1
16.6,0.0,3.2,42.6,7.4,1003.5,25.9,0.0,0.5,6.5,1
16.6,0.0,2.6,29.9,5.3,1009.1,24.69,0.0,1.4,6.1,1
